image_path,text,label
data/images/airplane/data_batch_1_000241.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000242.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000243.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000244.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000245.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000246.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000247.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000248.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000249.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000250.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000251.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000252.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000253.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000254.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000255.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000256.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000257.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000258.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000259.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000260.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000261.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000262.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000263.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000264.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000265.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000266.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000267.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000268.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000269.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000270.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000271.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000272.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000273.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000274.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000275.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000276.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000277.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000278.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000279.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000280.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000281.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000282.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000283.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000284.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000285.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000286.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000287.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000288.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000289.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000290.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000291.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000292.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000293.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000294.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000295.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000296.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000297.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000298.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000299.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000300.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000301.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000302.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000303.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000304.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000305.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000306.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000307.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000308.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000309.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000310.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000311.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000312.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000313.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000314.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000315.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000316.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000317.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000318.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000319.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000320.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000321.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000322.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000323.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000324.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000325.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000326.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000327.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000328.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000329.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000330.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000331.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000332.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000333.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000334.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000335.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000336.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000337.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000338.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000339.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000340.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000341.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000342.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000343.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000344.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000345.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000346.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000347.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000348.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000349.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000350.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000351.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000352.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000353.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000354.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000355.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000356.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000357.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000358.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000359.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000360.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000361.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000362.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000363.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000364.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000365.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000366.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000367.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000368.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000369.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000370.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000371.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000372.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000373.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000374.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000375.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000376.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000377.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000378.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000379.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000380.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000381.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000382.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000383.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000384.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000385.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000386.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000387.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000388.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000389.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000390.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000391.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000392.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000393.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000394.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000395.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000396.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000397.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000398.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000399.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000400.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000401.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000402.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000403.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000404.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000405.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000406.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000407.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000408.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000409.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000410.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000411.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000412.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000413.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000414.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000415.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000416.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000417.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000418.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000419.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000420.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000421.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000422.png,a photo of a airplane,airplane
data/images/airplane/data_batch_1_000423.png,a photo of a airplane,airplane
